scenario,map_name,target_mode,method,agents,seed,solved,soc,sum_shortest_distances,normalized_cost,initial_solution_cost,first_solution_cost,effective_initial_cost,improvement_pct,wall_time_s
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,400,19,0,,78984,nan,,,nan,nan,26.573991060256958
fig3_den520d_random,den520d,random,lacam_focal_h,200,21,1,600,600,1.0,,600,600.0,0.0,0.3414747714996338
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,400,17,0,,63199,nan,,,nan,nan,27.703099012374878
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,lacam_focal_h,800,19,0,0,,nan,,0,0.0,nan,10.251662015914917
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,400,25,0,,62884,nan,,,nan,nan,26.235167264938354
fig3_den520d_random,den520d,random,lacam_focal_h,200,22,1,600,600,1.0,,600,600.0,0.0,0.3785531520843506
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,400,16,0,,67588,nan,,,nan,nan,29.114638566970825
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,400,14,0,,67930,nan,,,nan,nan,29.58154010772705
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,lacam_focal_h,800,20,0,0,,nan,,0,0.0,nan,10.279598236083984
fig3_den520d_random,den520d,random,lacam_focal_h,200,24,1,600,600,1.0,,600,600.0,0.0,0.4736921787261963
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,400,26,0,,55712,nan,,,nan,nan,26.887271404266357
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,400,20,0,,68012,nan,,,nan,nan,27.67048954963684
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,400,22,0,,68323,nan,,,nan,nan,27.428255558013916
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,400,18,0,,61723,nan,,,nan,nan,28.729989767074585
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,400,28,0,,58025,nan,,,nan,nan,27.008796215057373
fig3_den520d_random,den520d,random,lacam_focal_h,200,25,1,600,600,1.0,,600,600.0,0.0,0.5565266609191895
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,lacam_focal_h,800,21,0,0,,nan,,0,0.0,nan,10.65191912651062
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,lacam_focal_h,800,22,0,0,,nan,,0,0.0,nan,10.297473669052124
fig3_den520d_random,den520d,random,lacam_focal_h,200,28,1,600,600,1.0,,600,600.0,0.0,0.5964369773864746
fig3_den520d_random,den520d,random,lacam_focal_h,200,29,1,600,600,1.0,,600,600.0,0.0,0.5818982124328613
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,lacam_focal_h,800,23,0,0,,nan,,0,0.0,nan,10.290567874908447
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,400,23,0,,71992,nan,,,nan,nan,29.149405241012573
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,lacam_focal_h,800,24,1,266674,123774,2.1545235671465734,,161587,161587.0,-65.03431587937149,10.174605131149292
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,400,27,0,,75029,nan,,,nan,nan,29.171306610107422
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,400,21,0,,,nan,,,nan,nan,30.164846897125244
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,lacam_focal_h,800,26,0,0,,nan,,0,0.0,nan,10.274350643157959
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,lacam_focal_h,800,27,0,0,,nan,,0,0.0,nan,10.272916555404663
fig3_den520d_random,den520d,random,lacam_focal_h,200,1,1,601,600,1.0016666666666667,,601,601.0,0.0,9.211207628250122
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,400,30,0,,,nan,,,nan,nan,30.12216544151306
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,1,0,,,nan,,,nan,nan,30.11263608932495
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,2,0,,,nan,,,nan,nan,30.108774185180664
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,lacam_focal_h,800,25,0,0,,nan,,0,0.0,nan,12.247161865234375
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,3,0,,,nan,,,nan,nan,30.10319209098816
fig3_den520d_random,den520d,random,lacam_focal_h,200,7,1,601,600,1.0016666666666667,,601,601.0,0.0,9.22424840927124
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,lacam_focal_h,800,29,0,0,,nan,,0,0.0,nan,10.303083419799805
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,lacam_focal_h,800,30,0,0,,nan,,0,0.0,nan,10.270430088043213
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,4,0,,,nan,,,nan,nan,30.100757360458374
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,5,0,,,nan,,,nan,nan,30.18964648246765
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,lacam_focal_h,800,28,0,0,,nan,,0,0.0,nan,11.845180034637451
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,6,0,,,nan,,,nan,nan,30.26229166984558
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,7,0,,,nan,,,nan,nan,30.135774612426758
fig3_den520d_random,den520d,random,lacam_focal_h,200,13,1,601,600,1.0016666666666667,,601,601.0,0.0,9.219361782073975
fig3_den520d_random,den520d,random,lacam_focal_h,200,14,1,602,600,1.0033333333333334,,602,602.0,0.0,9.212215662002563
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,8,0,,,nan,,,nan,nan,30.12220859527588
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,9,0,,,nan,,,nan,nan,30.12473964691162
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,10,0,,,nan,,,nan,nan,30.150795936584473
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,11,0,,,nan,,,nan,nan,30.13773536682129
fig3_den520d_random,den520d,random,lacam_focal_h,200,18,1,601,600,1.0016666666666667,,601,601.0,0.0,9.234850645065308
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,12,0,,,nan,,,nan,nan,30.13588261604309
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,13,0,,,nan,,,nan,nan,30.10666275024414
fig3_den520d_random,den520d,random,lacam_focal_h,200,20,1,601,600,1.0016666666666667,,603,603.0,0.33167495854063017,9.207967758178711
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,14,0,,,nan,,,nan,nan,30.101458311080933
fig3_den520d_random,den520d,random,lacam_focal_h,400,12,1,1200,1200,1.0,,1200,1200.0,0.0,1.498448371887207
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,15,0,,,nan,,,nan,nan,30.15970468521118
fig3_den520d_random,den520d,random,dbs_hungarian,200,1,1,600,600,1.0,600,,600.0,0.0,14.025373935699463
fig3_den520d_random,den520d,random,dbs_hungarian,200,2,1,601,600,1.0016666666666667,603,,603.0,0.33167495854063017,13.989598989486694
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,16,0,,,nan,,,nan,nan,30.147090435028076
fig3_den520d_random,den520d,random,dbs_hungarian,200,3,1,600,600,1.0,601,,601.0,0.16638935108153077,14.053799629211426
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,17,0,,,nan,,,nan,nan,30.19203472137451
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,18,0,,,nan,,,nan,nan,30.153888463974
fig3_den520d_random,den520d,random,lacam_focal_h,200,23,1,604,600,1.0066666666666666,,604,604.0,0.0,9.293814420700073
fig3_den520d_random,den520d,random,dbs_hungarian,200,6,1,601,600,1.0016666666666667,601,,601.0,0.0,13.845021963119507
fig3_den520d_random,den520d,random,dbs_hungarian,200,5,1,600,600,1.0,600,,600.0,0.0,14.176982402801514
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,19,0,,,nan,,,nan,nan,30.112931728363037
fig3_den520d_random,den520d,random,dbs_hungarian,200,4,1,600,600,1.0,600,,600.0,0.0,14.392027854919434
fig3_den520d_random,den520d,random,lacam_focal_h,200,26,1,601,600,1.0016666666666667,,601,601.0,0.0,9.20043683052063
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,20,0,,,nan,,,nan,nan,30.223833084106445
fig3_den520d_random,den520d,random,lacam_focal_h,200,27,1,602,600,1.0033333333333334,,602,602.0,0.0,9.231003522872925
fig3_den520d_random,den520d,random,dbs_hungarian,200,7,1,600,600,1.0,600,,600.0,0.0,14.187978029251099
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,21,0,,,nan,,,nan,nan,30.12374496459961
fig3_den520d_random,den520d,random,dbs_hungarian,200,10,1,600,600,1.0,600,,600.0,0.0,13.994459390640259
fig3_den520d_random,den520d,random,dbs_hungarian,200,8,1,600,600,1.0,604,,604.0,0.6622516556291391,14.50730848312378
fig3_den520d_random,den520d,random,dbs_hungarian,200,9,1,600,600,1.0,600,,600.0,0.0,14.380309343338013
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,22,0,,,nan,,,nan,nan,30.113999605178833
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,23,0,,,nan,,,nan,nan,30.117525815963745
fig3_den520d_random,den520d,random,dbs_hungarian,200,12,1,600,600,1.0,600,,600.0,0.0,14.193141460418701
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,24,0,,,nan,,,nan,nan,30.110702753067017
fig3_den520d_random,den520d,random,dbs_hungarian,200,13,1,600,600,1.0,604,,604.0,0.6622516556291391,14.010380983352661
fig3_den520d_random,den520d,random,lacam_focal_h,200,30,1,602,600,1.0033333333333334,,606,606.0,0.6600660066006601,9.190826654434204
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,25,0,,,nan,,,nan,nan,30.086650848388672
fig3_den520d_random,den520d,random,dbs_hungarian,200,14,1,600,600,1.0,600,,600.0,0.0,14.251376152038574
fig3_den520d_random,den520d,random,lacam_focal_h,400,1,1,1206,1200,1.005,,1206,1206.0,0.0,9.283932447433472
fig3_den520d_random,den520d,random,dbs_hungarian,200,11,1,600,600,1.0,600,,600.0,0.0,15.10475206375122
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,26,0,,,nan,,,nan,nan,30.116621494293213
fig3_den520d_random,den520d,random,lacam_focal_h,400,10,1,1200,1200,1.0,,1200,1200.0,0.0,2.8714568614959717
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,27,0,,,nan,,,nan,nan,30.22126579284668
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,28,0,,,nan,,,nan,nan,30.085012197494507
fig3_den520d_random,den520d,random,dbs_hungarian,200,19,1,600,600,1.0,600,,600.0,0.0,14.087300777435303
fig3_den520d_random,den520d,random,lacam_focal_h,400,2,1,1201,1200,1.0008333333333332,,1201,1201.0,0.0,9.300220012664795
fig3_den520d_random,den520d,random,dbs_hungarian,200,18,1,600,600,1.0,600,,600.0,0.0,14.44079041481018
fig3_den520d_random,den520d,random,dbs_hungarian,200,17,1,600,600,1.0,600,,600.0,0.0,14.577064752578735
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,29,0,,,nan,,,nan,nan,30.061668872833252
fig3_den520d_random,den520d,random,dbs_hungarian,200,16,1,600,600,1.0,600,,600.0,0.0,14.953463315963745
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,600,30,0,,,nan,,,nan,nan,30.09212064743042
fig3_den520d_random,den520d,random,lacam_focal_h,400,3,1,1206,1200,1.005,,1207,1207.0,0.08285004142502071,9.291882991790771
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,1,0,,,nan,,,nan,nan,30.02703070640564
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,2,0,,,nan,,,nan,nan,30.071582078933716
fig3_den520d_random,den520d,random,lacam_focal_h,400,4,1,1201,1200,1.0008333333333332,,1201,1201.0,0.0,9.229450464248657
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,3,0,,,nan,,,nan,nan,30.0480215549469
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,4,0,,,nan,,,nan,nan,30.020182847976685
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,5,0,,,nan,,,nan,nan,30.061710834503174
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,6,0,,,nan,,,nan,nan,30.023380756378174
fig3_den520d_random,den520d,random,dbs_hungarian,200,22,1,600,600,1.0,600,,600.0,0.0,14.83564281463623
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,7,0,,,nan,,,nan,nan,30.049002647399902
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,8,0,,,nan,,,nan,nan,30.023470640182495
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,9,0,,,nan,,,nan,nan,30.051550149917603
fig3_den520d_random,den520d,random,lacam_focal_h,400,5,1,1203,1200,1.0025,,1203,1203.0,0.0,9.525383710861206
fig3_den520d_random,den520d,random,dbs_hungarian,200,24,1,600,600,1.0,600,,600.0,0.0,14.394706010818481
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,10,0,,,nan,,,nan,nan,30.04794144630432
fig3_den520d_random,den520d,random,lacam_focal_h,400,6,1,1204,1200,1.0033333333333334,,1204,1204.0,0.0,9.311647176742554
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,11,0,,,nan,,,nan,nan,30.049075603485107
fig3_den520d_random,den520d,random,dbs_hungarian,200,15,1,600,600,1.0,600,,600.0,0.0,17.594388008117676
fig3_den520d_random,den520d,random,dbs_hungarian,200,21,1,601,600,1.0016666666666667,601,,601.0,0.0,16.142270803451538
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,12,0,,,nan,,,nan,nan,30.05064344406128
fig3_den520d_random,den520d,random,dbs_hungarian,200,25,1,600,600,1.0,600,,600.0,0.0,14.86074948310852
fig3_den520d_random,den520d,random,lacam_focal_h,400,8,1,1202,1200,1.0016666666666667,,1203,1203.0,0.0831255195344971,9.477160215377808
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,13,0,,,nan,,,nan,nan,30.046740293502808
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,14,0,,,nan,,,nan,nan,30.051006317138672
fig3_den520d_random,den520d,random,lacam_focal_h,400,9,1,1201,1200,1.0008333333333332,,1202,1202.0,0.08319467554076539,9.611501693725586
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,15,0,,,nan,,,nan,nan,30.04643964767456
fig3_den520d_random,den520d,random,dbs_hungarian,200,20,1,600,600,1.0,600,,600.0,0.0,17.304921865463257
fig3_den520d_random,den520d,random,dbs_hungarian,200,27,1,600,600,1.0,601,,601.0,0.16638935108153077,15.39434814453125
fig3_den520d_random,den520d,random,dbs_hungarian,200,28,1,600,600,1.0,600,,600.0,0.0,15.46938943862915
fig3_den520d_random,den520d,random,dbs_hungarian,200,29,1,600,600,1.0,600,,600.0,0.0,15.14185619354248
fig3_den520d_random,den520d,random,dbs_hungarian,200,30,1,600,600,1.0,603,,603.0,0.4975124378109453,14.85354733467102
fig3_den520d_random,den520d,random,dbs_hungarian,200,26,1,600,600,1.0,600,,600.0,0.0,15.760543584823608
fig3_den520d_random,den520d,random,lacam_focal_h,400,13,1,1207,1200,1.0058333333333334,,1207,1207.0,0.0,9.383749723434448
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,16,0,,,nan,,,nan,nan,30.04615330696106
fig3_den520d_random,den520d,random,lacam_focal_h,400,14,1,1209,1200,1.0075,,1210,1210.0,0.08264462809917356,9.317671537399292
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,17,0,,,nan,,,nan,nan,30.04778552055359
fig3_den520d_random,den520d,random,lacam_focal_h,400,15,1,1204,1200,1.0033333333333334,,1204,1204.0,0.0,9.339274406433105
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,18,0,,,nan,,,nan,nan,30.0460524559021
fig3_den520d_random,den520d,random,lacam_focal_h,400,16,1,1205,1200,1.0041666666666667,,1205,1205.0,0.0,9.30274486541748
fig3_den520d_random,den520d,random,lacam_focal_h,400,17,1,1203,1200,1.0025,,1203,1203.0,0.0,9.321515560150146
fig3_den520d_random,den520d,random,lacam_focal_h,400,7,1,1203,1200,1.0025,,1204,1204.0,0.08305647840531562,9.846480131149292
fig3_den520d_random,den520d,random,lacam_focal_h,400,19,1,1201,1200,1.0008333333333332,,1202,1202.0,0.08319467554076539,9.322071313858032
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,19,0,,,nan,,,nan,nan,30.02568817138672
fig3_den520d_random,den520d,random,lacam_focal_h,400,18,1,1209,1200,1.0075,,1209,1209.0,0.0,9.33215069770813
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,20,0,,,nan,,,nan,nan,30.04995036125183
fig3_den520d_random,den520d,random,lacam_focal_h,400,21,1,1205,1200,1.0041666666666667,,1205,1205.0,0.0,9.303693532943726
fig3_den520d_random,den520d,random,lacam_focal_h,400,20,1,1203,1200,1.0025,,1204,1204.0,0.08305647840531562,9.6958167552948
fig3_den520d_random,den520d,random,lacam_focal_h,400,23,1,1205,1200,1.0041666666666667,,1205,1205.0,0.0,9.291668176651001
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,21,0,,,nan,,,nan,nan,30.05185079574585
fig3_den520d_random,den520d,random,lacam_focal_h,400,24,1,1202,1200,1.0016666666666667,,1206,1206.0,0.33167495854063017,9.331064701080322
fig3_den520d_random,den520d,random,lacam_focal_h,400,11,1,1204,1200,1.0033333333333334,,1204,1204.0,0.0,9.378498315811157
fig3_den520d_random,den520d,random,lacam_focal_h,400,25,1,1205,1200,1.0041666666666667,,1207,1207.0,0.16570008285004142,9.354398250579834
fig3_den520d_random,den520d,random,lacam_focal_h,400,22,1,1206,1200,1.005,,1207,1207.0,0.08285004142502071,9.289544820785522
fig3_den520d_random,den520d,random,lacam_focal_h,400,26,1,1205,1200,1.0041666666666667,,1207,1207.0,0.16570008285004142,9.282602787017822
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,22,0,,,nan,,,nan,nan,30.058077096939087
fig3_den520d_random,den520d,random,lacam_focal_h,400,27,1,1202,1200,1.0016666666666667,,1202,1202.0,0.0,9.488671779632568
fig3_den520d_random,den520d,random,lacam_focal_h,400,28,1,1202,1200,1.0016666666666667,,1202,1202.0,0.0,9.394525051116943
fig3_den520d_random,den520d,random,lacam_focal_h,400,29,1,1201,1200,1.0008333333333332,,1204,1204.0,0.24916943521594684,9.342835664749146
fig3_den520d_random,den520d,random,lacam_focal_h,400,30,1,1203,1200,1.0025,,1203,1203.0,0.0,9.31523084640503
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,23,0,,,nan,,,nan,nan,30.04760456085205
fig3_den520d_random,den520d,random,dbs_hungarian,200,23,1,601,600,1.0016666666666667,605,,605.0,0.6611570247933884,21.418663263320923
fig3_den520d_random,den520d,random,lacam_focal_h,600,1,1,1804,1800,1.0022222222222221,,1809,1809.0,0.2763957987838585,9.403302669525146
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,24,0,,,nan,,,nan,nan,30.06839394569397
fig3_den520d_random,den520d,random,lacam_focal_h,600,2,1,1807,1800,1.0038888888888888,,1808,1808.0,0.05530973451327434,9.842862367630005
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,25,0,,,nan,,,nan,nan,30.05233383178711
fig3_den520d_random,den520d,random,lacam_focal_h,600,3,1,1813,1800,1.0072222222222222,,1817,1817.0,0.2201430930104568,9.652554512023926
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,26,0,,,nan,,,nan,nan,30.062848567962646
fig3_den520d_random,den520d,random,dbs_hungarian,400,2,1,1202,1200,1.0016666666666667,1202,,1202.0,0.0,20.237913131713867
fig3_den520d_random,den520d,random,lacam_focal_h,600,4,1,1807,1800,1.0038888888888888,,1808,1808.0,0.05530973451327434,9.487687587738037
fig3_den520d_random,den520d,random,lacam_focal_h,600,5,1,1805,1800,1.0027777777777778,,1806,1806.0,0.05537098560354374,9.462763786315918
fig3_den520d_random,den520d,random,lacam_focal_h,600,6,1,1805,1800,1.0027777777777778,,1807,1807.0,0.11068068622025456,9.455870151519775
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,27,0,,,nan,,,nan,nan,30.04991316795349
fig3_den520d_random,den520d,random,lacam_focal_h,600,8,1,1810,1800,1.0055555555555555,,1812,1812.0,0.11037527593818984,9.441243648529053
fig3_den520d_random,den520d,random,lacam_focal_h,600,7,1,1806,1800,1.0033333333333334,,1808,1808.0,0.11061946902654868,9.629424333572388
fig3_den520d_random,den520d,random,dbs_hungarian,400,3,1,1203,1200,1.0025,1210,,1210.0,0.5785123966942148,20.237292051315308
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,28,0,,,nan,,,nan,nan,30.095494747161865
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,29,0,,,nan,,,nan,nan,30.09918189048767
fig3_den520d_random,den520d,random,lacam_focal_h,600,9,1,1803,1800,1.0016666666666667,,1803,1803.0,0.0,9.647682428359985
fig3_den520d_random,den520d,random,lacam_focal_h,600,11,1,1809,1800,1.005,,1809,1809.0,0.0,9.469468116760254
fig3_den520d_random,den520d,random,dbs_hungarian,400,4,1,1200,1200,1.0,1200,,1200.0,0.0,20.316248178482056
fig3_den520d_random,den520d,random,lacam_focal_h,600,12,1,1809,1800,1.005,,1809,1809.0,0.0,9.373388051986694
fig3_den520d_random,den520d,random,lacam_focal_h,600,13,1,1810,1800,1.0055555555555555,,1812,1812.0,0.11037527593818984,9.526380062103271
fig3_den520d_random,den520d,random,lacam_focal_h,600,15,1,1806,1800,1.0033333333333334,,1807,1807.0,0.05534034311012728,9.292537689208984
fig3_den520d_random,den520d,random,lacam_focal_h,600,14,1,1809,1800,1.005,,1809,1809.0,0.0,9.523018598556519
fig3_Boston_0_256_hotspot,Boston_0_256,hotspot,dbs_hungarian,800,30,0,,,nan,,,nan,nan,30.076181650161743
fig3_den520d_random,den520d,random,lacam_focal_h,600,10,1,1804,1800,1.0022222222222221,,1804,1804.0,0.0,9.313671827316284
fig3_den520d_random,den520d,random,dbs_hungarian,400,9,1,1200,1200,1.0,1204,,1204.0,0.33222591362126247,19.516345262527466
fig3_den520d_random,den520d,random,lacam_focal_h,600,17,1,1806,1800,1.0033333333333334,,1806,1806.0,0.0,9.451222658157349
fig3_den520d_random,den520d,random,lacam_focal_h,600,16,1,1806,1800,1.0033333333333334,,1809,1809.0,0.16583747927031509,9.6455557346344
fig3_den520d_random,den520d,random,dbs_hungarian,400,5,1,1200,1200,1.0,1200,,1200.0,0.0,21.29388952255249
fig3_den520d_random,den520d,random,lacam_focal_h,600,18,1,1809,1800,1.005,,1812,1812.0,0.16556291390728478,9.715678215026855
fig3_den520d_random,den520d,random,lacam_focal_h,600,19,1,1808,1800,1.0044444444444445,,1808,1808.0,0.0,9.769400119781494
fig3_den520d_random,den520d,random,lacam_focal_h,600,20,1,1813,1800,1.0072222222222222,,1813,1813.0,0.0,9.447333812713623
fig3_den520d_random,den520d,random,lacam_focal_h,600,21,1,1810,1800,1.0055555555555555,,1813,1813.0,0.1654715940430226,9.391289710998535
fig3_den520d_random,den520d,random,dbs_hungarian,400,6,1,1201,1200,1.0008333333333332,1201,,1201.0,0.0,21.407570362091064
fig3_den520d_random,den520d,random,dbs_hungarian,400,7,1,1202,1200,1.0016666666666667,1204,,1204.0,0.16611295681063123,21.054701328277588
fig3_den520d_random,den520d,random,dbs_hungarian,400,8,1,1200,1200,1.0,1200,,1200.0,0.0,20.78979516029358
fig3_den520d_random,den520d,random,lacam_focal_h,600,22,1,1811,1800,1.0061111111111112,,1815,1815.0,0.22038567493112948,9.66928744316101
fig3_den520d_random,den520d,random,dbs_hungarian,400,10,1,1200,1200,1.0,1200,,1200.0,0.0,20.40834069252014
fig3_den520d_random,den520d,random,lacam_focal_h,600,23,1,1810,1800,1.0055555555555555,,1812,1812.0,0.11037527593818984,9.487121343612671
fig3_den520d_random,den520d,random,dbs_hungarian,400,11,1,1201,1200,1.0008333333333332,1202,,1202.0,0.08319467554076539,20.195387363433838
fig3_den520d_random,den520d,random,lacam_focal_h,600,24,1,1806,1800,1.0033333333333334,,1808,1808.0,0.11061946902654868,9.84331727027893
fig3_den520d_random,den520d,random,dbs_hungarian,400,12,1,1203,1200,1.0025,1209,,1209.0,0.49627791563275436,20.79697060585022
fig3_den520d_random,den520d,random,lacam_focal_h,600,25,1,1809,1800,1.005,,1810,1810.0,0.055248618784530384,9.658273458480835
fig3_den520d_random,den520d,random,lacam_focal_h,600,26,1,1809,1800,1.005,,1813,1813.0,0.2206287920573635,9.478097438812256
fig3_den520d_random,den520d,random,dbs_hungarian,400,18,1,1205,1200,1.0041666666666667,1207,,1207.0,0.16570008285004142,19.502895832061768
fig3_den520d_random,den520d,random,dbs_hungarian,400,19,1,1201,1200,1.0008333333333332,1203,,1203.0,0.1662510390689942,19.173834085464478
fig3_den520d_random,den520d,random,dbs_hungarian,400,14,1,1203,1200,1.0025,1205,,1205.0,0.16597510373443983,20.895378828048706
fig3_den520d_random,den520d,random,dbs_hungarian,400,13,1,1200,1200,1.0,1200,,1200.0,0.0,21.48997402191162
fig3_den520d_random,den520d,random,lacam_focal_h,600,29,1,1805,1800,1.0027777777777778,,1812,1812.0,0.38631346578366443,9.59067702293396
fig3_den520d_random,den520d,random,lacam_focal_h,600,28,1,1808,1800,1.0044444444444445,,1810,1810.0,0.11049723756906077,9.91355037689209
fig3_den520d_random,den520d,random,lacam_focal_h,600,27,1,1808,1800,1.0044444444444445,,1813,1813.0,0.27578599007170435,10.401203632354736
fig3_den520d_random,den520d,random,dbs_hungarian,400,26,1,1201,1200,1.0008333333333332,1202,,1202.0,0.08319467554076539,18.72132921218872
fig3_den520d_random,den520d,random,dbs_hungarian,400,21,1,1201,1200,1.0008333333333332,1202,,1202.0,0.08319467554076539,19.593827962875366
fig3_den520d_random,den520d,random,dbs_hungarian,400,20,1,1201,1200,1.0008333333333332,1202,,1202.0,0.08319467554076539,20.021591424942017
fig3_den520d_random,den520d,random,dbs_hungarian,400,23,1,1200,1200,1.0,1200,,1200.0,0.0,19.96876335144043
