timestep,should_replan,event_happened,plan_finished,previous_planner_failed,idle_unloaded_with_pending,snapshot_feasible,instance_valid,solution_found,timed_out,planning_runtime_ms,assignment_time_ms,planner_search_time_ms,loaded_agents,assigned_unloaded_agents,idle_agents,pending_tasks,assigned_tasks,picked_tasks,completed_tasks,singleton_agents,multi_goal_agents,unique_target_count,total_goal_options,max_goal_options_per_agent,max_agents_per_target,duplicate_target_slots,agents_carrying_two_tasks,loaded_agents_with_pickup_options,loaded_agents_with_delivery_options,loaded_agents_with_both_pickup_delivery_options,loaded_pickup_goal_options,loaded_delivery_goal_options,loaded_wait_goal_options,max_loaded_pickup_options_per_agent,max_loaded_delivery_options_per_agent,root_loaded_pickup_assignments,root_loaded_delivery_assignments,root_loaded_wait_assignments,root_unloaded_pickup_assignments,root_unloaded_wait_assignments,root_initial_assignment_cost,final_loaded_pickup_assignments,final_loaded_delivery_assignments,final_loaded_wait_assignments,final_unloaded_pickup_assignments,final_unloaded_wait_assignments,max_loaded_distance_agent_pickup_options,max_loaded_distance_agent_delivery_options,max_loaded_distance_agent_wait_options,max_loaded_distance_agent_id,max_loaded_distance_agent_current_index,max_loaded_distance_agent_carried_tasks,max_loaded_distance_agent_root_target_index,max_loaded_distance_agent_final_target_index,max_loaded_distance_agent_root_target_type,max_loaded_distance_agent_final_target_type,average_target_region_agent_count,max_target_region_agent_count,average_target_region_loaded_agent_count,max_target_region_loaded_agent_count,average_target_region_loaded_waiting_count,max_target_region_loaded_waiting_count,average_target_region_loaded_stopped_count,max_target_region_loaded_stopped_count,average_carried_tasks_now,max_carried_tasks_now,average_loaded_distance_now,max_loaded_distance_now,average_priority_offset_now,max_priority_offset_now,max_priority_offset_agent_id,hl_loop_iterations,hl_nodes_created,hl_nodes_explored,hl_reinsertions,hl_duplicate_configs,open_max_size,constraints_popped,constraints_generated,constraint_failures,pibt_calls,pibt_failures,pibt_recursions,assignment_calls,assignment_changes,assignment_infeasible_count,service_child_validation_failures,service_child_stack_validation_failures,service_child_swap_validation_failures,final_assignment_changes,final_agent_assignment_changes,assignment_row_cache_requests,assignment_row_cache_hits,solution_depth,solution_cost,solution_h,service_satisfied_agents,service_satisfied_pickups,service_satisfied_deliveries,service_best_satisfied_agents,rollout_candidates_admitted,rollout_candidates_solved,rollout_winning_attempt,rollout_winning_guidance_cost,rollout_winning_completions,rollout_strict_improvements
230,1,1,1,0,1,1,1,1,0,582.263,4.70462,577.558,0,0,0,108,0,93,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4263,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,111673,111483,1,74,3867,7,4,3,7,4,4,0,4,20,0
231,1,1,1,0,1,1,1,1,0,660.068,5.43488,654.633,0,0,0,107,0,93,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4413,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,108458,108265,1,74,4162,6,3,3,6,4,4,0,4,18,0
232,1,1,1,0,1,1,1,1,0,596,5.37644,590.624,0,0,0,107,0,93,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4461,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,121530,121336,1,76,4143,7,5,2,7,4,4,0,4,14,0
233,1,1,1,0,1,1,1,1,0,590.664,6.36033,584.303,0,0,0,105,0,95,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4497,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,123941,123751,1,79,4305,3,2,1,3,4,4,0,4,12,0
234,1,1,1,0,1,1,1,1,0,622.904,5.17978,617.724,0,0,0,104,0,96,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4596,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,124570,124383,1,79,4191,6,5,1,6,4,4,0,4,12,0
235,1,1,1,0,1,1,1,1,0,638.785,5.41388,633.371,0,0,0,100,0,100,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4611,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,128529,128341,1,84,4145,7,7,0,7,4,4,3,6,13,1
236,1,1,1,0,0,1,1,1,0,626.911,5.18447,621.727,0,0,0,93,0,107,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4558,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,123096,122906,1,88,4364,3,2,1,3,4,4,1,2,13,1
237,1,1,1,0,1,1,1,1,0,585.435,4.77924,580.656,0,0,0,92,0,108,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4612,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,118273,118085,1,88,4330,4,3,1,4,4,4,0,4,14,0
238,1,1,1,0,0,1,1,1,0,596.902,5.14181,591.76,0,0,0,90,0,110,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4468,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,130554,130369,1,88,4313,2,1,1,2,4,4,3,6,16,1
239,1,1,1,0,1,1,1,1,0,605.201,5.31689,599.884,0,0,0,90,0,110,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4534,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,135792,135607,1,87,4390,2,1,1,2,4,4,0,4,16,0
240,1,1,1,0,0,1,1,1,0,620.628,5.6011,615.027,0,0,0,91,0,110,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4419,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,131875,131684,1,88,4237,5,1,4,5,4,4,3,6,16,2
241,1,1,1,0,1,1,1,1,0,627.541,5.21573,622.326,0,0,0,93,0,107,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4513,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,137980,137793,1,90,4304,3,2,1,3,4,4,0,4,13,0
242,1,1,1,0,1,1,1,1,0,599.73,5.53225,594.198,0,0,0,92,0,108,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4518,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,139969,139778,1,89,4430,1,0,1,1,4,4,2,8,16,1
243,1,1,1,0,1,1,1,1,0,605.367,5.23538,600.132,0,0,0,93,0,107,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4443,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,140801,140613,1,87,4209,3,3,0,3,4,4,0,4,17,0
244,1,1,1,0,0,1,1,1,0,626.172,6.06762,620.105,0,0,0,90,0,110,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4360,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,157339,157145,1,89,4243,2,1,1,2,4,4,0,4,17,0
245,1,1,1,0,1,1,1,1,0,571.191,5.8144,565.377,0,0,0,90,0,110,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4452,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,158096,157904,1,89,4250,3,2,1,3,4,4,0,4,18,0
246,1,1,1,0,1,1,1,1,0,632.031,5.41399,626.617,0,0,0,89,0,111,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,141990,141794,1,88,3969,4,4,0,4,4,4,1,2,16,1
247,1,1,1,0,0,1,1,1,0,651.5,5.93496,645.565,0,0,0,85,0,115,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4426,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,168362,168166,1,89,4292,2,1,1,2,4,4,0,4,17,0
248,1,1,1,0,0,1,1,1,0,508.802,7.06826,501.734,0,0,0,85,0,115,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4181,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,171511,171325,1,88,4087,1,0,1,1,3,3,2,8,21,1
249,1,1,1,0,1,1,1,1,0,653.161,6.3467,646.814,0,0,0,87,0,113,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4136,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,162934,162741,1,86,4010,3,1,2,3,4,4,0,4,21,0
250,1,1,1,0,0,1,1,1,0,643.776,6.41793,637.358,0,0,0,89,0,112,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4144,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,165745,165556,1,86,3978,3,1,2,3,4,4,0,4,22,0
251,1,1,1,0,1,1,1,1,0,653.448,6.34351,647.105,0,0,0,89,0,111,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4184,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,172868,172677,1,86,4041,2,1,1,2,4,4,2,8,21,1
252,1,1,1,0,1,1,1,1,0,633.049,5.91533,627.134,0,0,0,89,0,111,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4141,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,165877,165692,1,86,3896,3,3,0,3,4,4,0,4,22,0
253,1,1,1,0,0,1,1,1,0,612.088,6.72088,605.367,0,0,0,87,0,113,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4139,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,155629,155438,1,88,3923,5,2,3,5,4,4,1,2,23,1
254,1,1,1,0,1,1,1,1,0,576.183,5.69173,570.492,0,0,0,88,0,112,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4279,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,148575,148381,1,91,4002,4,2,2,4,4,4,3,6,23,1
255,1,1,1,0,1,1,1,1,0,597.722,5.52707,592.195,0,0,0,88,0,112,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4242,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,140770,140581,1,91,4138,2,0,2,2,4,4,1,2,24,1
256,1,1,1,0,1,1,1,1,0,545.303,6.24454,539.059,0,0,0,90,0,110,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4353,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,181847,181571,2,171,4076,3,1,2,3,4,4,0,4,25,0
258,1,1,1,0,1,1,1,1,0,563.518,4.83161,558.686,0,0,0,91,0,109,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3968,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,117762,117573,1,81,3790,3,2,1,3,4,4,1,2,26,1
259,1,1,1,0,1,1,1,1,0,579.989,6.77557,573.214,0,0,0,90,0,110,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3790,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,115042,114852,1,81,3525,7,2,5,7,4,4,0,4,27,0
260,1,1,1,0,1,1,1,1,0,570.288,5.38775,564.9,0,0,0,94,0,107,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4149,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,130500,130310,1,85,3939,3,2,1,3,4,4,1,2,24,1
261,1,1,1,0,1,1,1,1,0,540.678,5.41412,535.264,0,0,0,92,0,108,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4147,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,136582,136387,1,85,3983,3,1,2,3,4,4,0,4,26,0
262,1,1,1,0,1,1,1,1,0,589.158,5.15362,584.005,0,0,0,93,0,107,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4234,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,131035,130842,1,83,3872,6,5,1,6,4,4,0,4,24,0
263,1,1,1,0,0,1,1,1,0,563.804,5.43014,558.374,0,0,0,89,0,111,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4052,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,147989,147796,1,86,3891,3,1,2,3,4,4,0,4,27,0
264,1,1,1,0,1,1,1,1,0,577.742,5.98586,571.756,0,0,0,90,0,110,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,148796,148609,1,84,3728,4,3,1,4,4,4,2,8,27,1
265,1,1,1,0,1,1,1,1,0,582.95,5.6123,577.337,0,0,0,88,0,112,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4039,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,136558,136366,1,84,3925,2,0,2,2,4,4,1,2,28,1
266,1,1,1,0,1,1,1,1,0,578.972,5.11121,573.861,0,0,0,90,0,110,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3907,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,124206,124013,1,76,3649,6,2,4,6,4,4,1,2,29,1
267,1,1,1,0,1,1,1,1,0,601.989,5.14358,596.845,0,0,0,92,0,108,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4084,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,123090,122898,1,77,3824,3,2,1,3,4,4,1,2,28,1
268,1,1,1,0,1,1,1,1,0,597.971,5.08222,592.889,0,0,0,91,0,109,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3883,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,120658,120468,1,76,3552,5,4,1,5,4,4,3,6,27,1
269,1,1,1,0,1,1,1,1,0,597.922,5.44734,592.475,0,0,0,88,0,112,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4065,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,136832,136640,1,78,3882,7,1,6,7,4,4,0,4,29,0
270,1,1,1,0,1,1,1,1,0,575.563,7.87859,567.684,0,0,0,94,0,107,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4014,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,140310,140116,1,82,3663,6,5,1,6,4,4,0,4,22,0
271,1,1,1,0,1,1,1,1,0,530.208,5.21354,524.995,0,0,0,90,0,110,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4115,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,142840,142651,1,84,3885,5,3,2,5,4,4,0,4,20,0
272,1,1,1,0,1,1,1,1,0,519.478,5.113,514.365,0,0,0,89,0,111,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4271,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,140782,140591,1,87,4069,4,1,3,4,4,4,1,2,18,1
273,1,1,1,0,1,1,1,1,0,524.693,5.4882,519.205,0,0,0,91,0,109,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4420,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,154532,154344,1,89,4287,1,1,0,1,4,4,2,8,19,1
274,1,1,1,0,0,1,1,1,0,519.911,5.67696,514.234,0,0,0,90,0,110,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4433,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,170891,170697,1,88,4199,6,2,4,6,4,4,0,4,22,0
275,1,1,1,0,1,1,1,1,0,509.152,5.12242,504.03,0,0,0,93,0,107,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4116,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,141576,141381,1,87,4009,1,0,1,1,4,4,2,8,24,2
276,1,1,1,0,1,1,1,1,0,512.204,5.01507,507.189,0,0,0,94,0,106,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4017,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,136201,136005,1,86,3820,2,1,1,2,4,4,1,2,23,1
277,1,1,1,0,1,1,1,1,0,513.955,4.93595,509.02,0,0,0,94,0,106,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4034,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,135812,135618,1,86,3901,2,0,2,2,4,4,1,2,25,1
278,1,1,1,0,1,1,1,1,0,514.942,5.01445,509.928,0,0,0,97,0,103,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4076,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,138401,138206,1,88,3854,3,1,2,3,4,4,3,6,23,1
279,1,1,1,0,1,1,1,1,0,520.31,4.60628,515.704,0,0,0,98,0,102,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4044,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,119882,119691,1,87,3653,7,6,1,7,4,4,3,6,22,1
280,1,1,1,0,1,1,1,1,0,515.034,5.05199,509.982,0,0,0,94,0,107,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3986,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,134870,134676,1,89,3823,1,1,0,1,4,4,2,8,24,1
281,1,1,1,0,0,1,1,1,0,506.473,4.9058,501.568,0,0,0,93,0,108,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3897,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,127350,127157,1,84,3728,1,1,0,1,4,4,3,6,25,1
282,1,1,1,0,0,1,1,1,0,503.676,4.67958,498.996,0,0,0,92,0,109,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3858,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,119489,119294,1,80,3700,3,1,2,3,4,4,0,4,27,0
283,1,1,1,0,1,1,1,1,0,518.01,4.80966,513.201,0,0,0,92,0,108,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3902,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,126393,126201,1,82,3643,6,3,3,6,4,4,1,2,28,1
284,1,1,1,0,1,1,1,1,0,531.274,4.87849,526.395,0,0,0,92,0,108,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4040,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,130639,130446,1,82,3782,7,3,4,7,4,4,2,8,26,1
285,1,1,1,0,1,1,1,1,0,529.995,4.7708,525.224,0,0,0,94,0,106,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4258,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,126924,126735,1,84,4093,4,1,3,4,4,4,1,2,21,1
